,datas,termos,posição
2281,2022-05-27,roupas baratas,
2282,2022-05-27,roupas baratas,6.0
2283,2022-05-27,roupas baratas,
2284,2022-05-27,roupas baratas,3.0
2285,2022-05-27,roupas de marca,6.0
2286,2022-05-27,roupas de marca,7.0
2287,2022-05-27,roupas de marca,
2288,2022-05-27,roupas de marca,8.0
2289,2022-05-27,roupas de marca,
2290,2022-05-27,roupas de marca,1.0
2291,2022-05-27,roupas femininas,10.0
2292,2022-05-27,roupas femininas,6.0
2293,2022-05-27,roupas femininas,
2294,2022-05-27,roupas femininas,5.0
2295,2022-05-27,roupas femininas,
2296,2022-05-27,roupas femininas,3.0
2297,2022-05-27,roupas importadas,9.0
2298,2022-05-27,roupas importadas,7.0
2299,2022-05-27,roupas importadas,
2300,2022-05-27,roupas importadas,6.0
2301,2022-05-27,roupas importadas,
2302,2022-05-27,roupas importadas,3.0
2303,2022-05-27,roupas masculinas,6.0
2304,2022-05-27,roupas masculinas,7.0
2305,2022-05-27,roupas masculinas,
2306,2022-05-27,roupas masculinas,8.0
2307,2022-05-27,roupas masculinas,
2308,2022-05-27,roupas masculinas,1.0
2309,2022-05-27,roupas online,9.0
2310,2022-05-27,roupas online,7.0
2311,2022-05-27,roupas online,
2312,2022-05-27,roupas online,6.0
2313,2022-05-27,roupas online,
2314,2022-05-27,roupas online,3.0
2315,2022-05-27,vizzano,
2316,2022-05-27,vizzano,
2317,2022-05-27,vizzano,
2318,2022-05-27,vizzano,
2319,2022-05-27,bastille,
2320,2022-05-27,beyoung,
2321,2022-05-27,bolas de marca,
2322,2022-05-27,hope,
2323,2022-05-27,beira rio,
2324,2022-05-27,bolsas,8.0
2325,2022-05-27,bolsas,9.0
2326,2022-05-27,calÃ§ados,8.0
2327,2022-05-27,calÃ§ados,1.0
2328,2022-05-27,calÃ§ados,7.0
2329,2022-05-27,colcci,23.0
2330,2022-05-27,colcci,25.0
2331,2022-05-27,colcci,22.0
2332,2022-05-27,colcci,30.0
2333,2022-05-27,colcci,11.0
2334,2022-05-27,loja de roupas,5.0
2335,2022-05-27,loja de roupas,34.0
2336,2022-05-27,loja de roupas,7.0
2337,2022-05-27,loja de roupas,33.0
2338,2022-05-27,loja de roupas,29.0
2339,2022-05-27,loja de roupas,4.0
2340,2022-05-27,moda feminina,9.0
2341,2022-05-27,moda feminina,31.0
2342,2022-05-27,moda feminina,23.0
2343,2022-05-27,moda feminina,11.0
2344,2022-05-27,moda feminina,15.0
2345,2022-05-27,moda feminina,1.0
2346,2022-05-27,moda online,51.0
2347,2022-05-27,moda online,38.0
2348,2022-05-27,moda online,6.0
2349,2022-05-27,moda online,12.0
2350,2022-05-27,moda online,75.0
2351,2022-05-27,moda online,2.0
2352,2022-05-27,outlet,5.0
2353,2022-05-27,outlet,
2354,2022-05-27,outlet,2.0
2355,2022-05-27,outlet,1.0
2356,2022-05-27,outlet de marcas,2.0
2357,2022-05-27,outlet de marcas,1.0
2358,2022-05-27,outlet de moda,3.0
2359,2022-05-27,outlet de moda,
2360,2022-05-27,outlet de moda,4.0
2361,2022-05-27,outlet de moda,2.0
2362,2022-05-27,outlet nike,9.0
2363,2022-05-27,outlet nike,
2364,2022-05-27,outlet nike,6.0
2365,2022-05-27,outlet nike,2.0
2366,2022-05-27,outlet premium,6.0
2367,2022-05-27,outlet premium,
2368,2022-05-27,outlet premium,1.0
2369,2022-05-27,outlet premium,3.0
2370,2022-05-27,privalia,2.0
2371,2022-05-27,privalia,3.0
2372,2022-05-27,privalia,4.0
2373,2022-05-27,privalia,1.0
2374,2022-05-27,roupas,6.0
2375,2022-05-27,roupas,12.0
2376,2022-05-27,roupas,3.0
2377,2022-05-27,roupas,22.0
2378,2022-05-27,roupas,16.0
2379,2022-05-27,roupas,2.0
2380,2022-05-27,roupas baratas,8.0
2381,2022-05-27,roupas baratas,26.0
2382,2022-05-27,roupas baratas,9.0
2383,2022-05-27,roupas baratas,25.0
2384,2022-05-27,roupas baratas,41.0
2385,2022-05-27,roupas baratas,11.0
2386,2022-05-27,roupas de marca,8.0
2387,2022-05-27,roupas de marca,1.0
2388,2022-05-27,roupas de marca,16.0
2389,2022-05-27,roupas de marca,30.0
2390,2022-05-27,roupas de marca,12.0
2391,2022-05-27,roupas de marca,3.0
2392,2022-05-27,roupas femininas,6.0
2393,2022-05-27,roupas femininas,25.0
2394,2022-05-27,roupas femininas,7.0
2395,2022-05-27,roupas femininas,2.0
2396,2022-05-27,roupas femininas,17.0
2397,2022-05-27,roupas femininas,1.0
2398,2022-05-27,roupas importadas,5.0
2399,2022-05-27,roupas importadas,2.0
2400,2022-05-27,roupas importadas,14.0
2401,2022-05-27,roupas importadas,19.0
2402,2022-05-27,roupas importadas,35.0
2403,2022-05-27,roupas importadas,1.0
2404,2022-05-27,roupas masculinas,9.0
2405,2022-05-27,roupas masculinas,23.0
2406,2022-05-27,roupas masculinas,15.0
2407,2022-05-27,roupas masculinas,39.0
2408,2022-05-27,roupas masculinas,12.0
2409,2022-05-27,roupas masculinas,3.0
2410,2022-05-27,roupas online,6.0
2411,2022-05-27,roupas online,4.0
2412,2022-05-27,roupas online,2.0
2413,2022-05-27,roupas online,18.0
2414,2022-05-27,roupas online,36.0
2415,2022-05-27,roupas online,15.0
2416,2022-05-27,vizzano,
2417,2022-05-27,vizzano,1.0
2418,2022-05-27,vizzano,
2419,2022-05-27,vizzano,
2420,2022-05-27,bastille,
2421,2022-05-27,beyoung,
2422,2022-05-27,bolas de marca,
2423,2022-05-27,hope,
2424,2022-05-26,beira rio,
2425,2022-05-26,bolsas,12.0
2426,2022-05-26,bolsas,
2427,2022-05-26,calÃ§ados,7.0
2428,2022-05-26,calÃ§ados,
2429,2022-05-26,calÃ§ados,5.0
2430,2022-05-26,colcci,5.0
2431,2022-05-26,colcci,
2432,2022-05-26,colcci,2.0
2433,2022-05-26,colcci,
2434,2022-05-26,colcci,1.0
2435,2022-05-26,loja de roupas,19.0
2436,2022-05-26,loja de roupas,14.0
2437,2022-05-26,loja de roupas,
2438,2022-05-26,loja de roupas,12.0
2439,2022-05-26,loja de roupas,
2440,2022-05-26,loja de roupas,8.0
2441,2022-05-26,moda feminina,12.0
2442,2022-05-26,moda feminina,7.0
2443,2022-05-26,moda feminina,
2444,2022-05-26,moda feminina,6.0
2445,2022-05-26,moda feminina,
2446,2022-05-26,moda feminina,4.0
2447,2022-05-26,moda online,17.0
2448,2022-05-26,moda online,11.0
2449,2022-05-26,moda online,
2450,2022-05-26,moda online,9.0
2451,2022-05-26,moda online,
2452,2022-05-26,moda online,7.0
2453,2022-05-26,outlet,2.0
2454,2022-05-26,outlet,
2455,2022-05-26,outlet,
2456,2022-05-26,outlet,1.0
2457,2022-05-26,outlet de marcas,2.0
2458,2022-05-26,outlet de marcas,1.0
2459,2022-05-26,outlet de moda,2.0
2460,2022-05-26,outlet de moda,
2461,2022-05-26,outlet de moda,
2462,2022-05-26,outlet de moda,1.0
2463,2022-05-26,outlet nike,2.0
2464,2022-05-26,outlet nike,
2465,2022-05-26,outlet nike,
2466,2022-05-26,outlet nike,1.0
2467,2022-05-26,outlet premium,
2468,2022-05-26,outlet premium,
2469,2022-05-26,outlet premium,
2470,2022-05-26,outlet premium,1.0
2471,2022-05-26,privalia,2.0
2472,2022-05-26,privalia,
2473,2022-05-26,privalia,
2474,2022-05-26,privalia,1.0
2475,2022-05-26,roupas,8.0
2476,2022-05-26,roupas,3.0
2477,2022-05-26,roupas,
2478,2022-05-26,roupas,11.0
2479,2022-05-26,roupas,
2480,2022-05-26,roupas,1.0
2481,2022-05-26,roupas baratas,9.0
2482,2022-05-26,roupas baratas,7.0
2483,2022-05-26,roupas baratas,
2484,2022-05-26,roupas baratas,5.0
2485,2022-05-26,roupas baratas,
2486,2022-05-26,roupas baratas,3.0
2487,2022-05-26,roupas de marca,5.0
2488,2022-05-26,roupas de marca,7.0
2489,2022-05-26,roupas de marca,
2490,2022-05-26,roupas de marca,8.0
2491,2022-05-26,roupas de marca,
2492,2022-05-26,roupas de marca,1.0
2493,2022-05-26,roupas femininas,10.0
2494,2022-05-26,roupas femininas,6.0
2495,2022-05-26,roupas femininas,
2496,2022-05-26,roupas femininas,5.0
2497,2022-05-26,roupas femininas,
2498,2022-05-26,roupas femininas,3.0
2499,2022-05-26,roupas importadas,10.0
2500,2022-05-26,roupas importadas,7.0
2501,2022-05-26,roupas importadas,
2502,2022-05-26,roupas importadas,6.0
2503,2022-05-26,roupas importadas,
2504,2022-05-26,roupas importadas,3.0
2505,2022-05-26,roupas masculinas,5.0
2506,2022-05-26,roupas masculinas,7.0
2507,2022-05-26,roupas masculinas,
2508,2022-05-26,roupas masculinas,8.0
2509,2022-05-26,roupas masculinas,
2510,2022-05-26,roupas masculinas,1.0
2511,2022-05-26,roupas online,10.0
2512,2022-05-26,roupas online,7.0
2513,2022-05-26,roupas online,
2514,2022-05-26,roupas online,6.0
2515,2022-05-26,roupas online,
2516,2022-05-26,roupas online,3.0
2517,2022-05-26,vizzano,
2518,2022-05-26,vizzano,
2519,2022-05-26,vizzano,
2520,2022-05-26,vizzano,
2521,2022-05-26,bastille,
2522,2022-05-26,beyoung,
2523,2022-05-26,bolas de marca,
2524,2022-05-26,hope,
2525,2022-05-26,beira rio,
2526,2022-05-26,bolsas,8.0
2527,2022-05-26,bolsas,9.0
2528,2022-05-26,calÃ§ados,5.0
2529,2022-05-26,calÃ§ados,1.0
2530,2022-05-26,calÃ§ados,3.0
2531,2022-05-26,colcci,21.0
2532,2022-05-26,colcci,25.0
2533,2022-05-26,colcci,23.0
2534,2022-05-26,colcci,30.0
2535,2022-05-26,colcci,8.0
2536,2022-05-26,loja de roupas,2.0
2537,2022-05-26,loja de roupas,34.0
2538,2022-05-26,loja de roupas,7.0
2539,2022-05-26,loja de roupas,33.0
2540,2022-05-26,loja de roupas,29.0
2541,2022-05-26,loja de roupas,5.0
2542,2022-05-26,moda feminina,9.0
2543,2022-05-26,moda feminina,31.0
2544,2022-05-26,moda feminina,19.0
2545,2022-05-26,moda feminina,11.0
2546,2022-05-26,moda feminina,15.0
2547,2022-05-26,moda feminina,4.0
2548,2022-05-26,moda online,52.0
2549,2022-05-26,moda online,40.0
2550,2022-05-26,moda online,6.0
2551,2022-05-26,moda online,12.0
2552,2022-05-26,moda online,74.0
2553,2022-05-26,moda online,2.0
2554,2022-05-26,outlet,4.0
2555,2022-05-26,outlet,
2556,2022-05-26,outlet,2.0
2557,2022-05-26,outlet,1.0
2558,2022-05-26,outlet de marcas,2.0
2559,2022-05-26,outlet de marcas,1.0
2560,2022-05-26,outlet de moda,3.0
2561,2022-05-26,outlet de moda,
2562,2022-05-26,outlet de moda,4.0
2563,2022-05-26,outlet de moda,2.0
2564,2022-05-26,outlet nike,9.0
2565,2022-05-26,outlet nike,
2566,2022-05-26,outlet nike,6.0
2567,2022-05-26,outlet nike,2.0
2568,2022-05-26,outlet premium,5.0
2569,2022-05-26,outlet premium,
2570,2022-05-26,outlet premium,1.0
2571,2022-05-26,outlet premium,3.0
2572,2022-05-26,privalia,2.0
2573,2022-05-26,privalia,3.0
2574,2022-05-26,privalia,4.0
2575,2022-05-26,privalia,1.0
2576,2022-05-26,roupas,5.0
2577,2022-05-26,roupas,12.0
2578,2022-05-26,roupas,3.0
2579,2022-05-26,roupas,20.0
2580,2022-05-26,roupas,19.0
2581,2022-05-26,roupas,2.0
2582,2022-05-26,roupas baratas,8.0
2583,2022-05-26,roupas baratas,26.0
2584,2022-05-26,roupas baratas,9.0
2585,2022-05-26,roupas baratas,25.0
2586,2022-05-26,roupas baratas,40.0
2587,2022-05-26,roupas baratas,11.0
2588,2022-05-26,roupas de marca,6.0
2589,2022-05-26,roupas de marca,2.0
2590,2022-05-26,roupas de marca,16.0
2591,2022-05-26,roupas de marca,30.0
2592,2022-05-26,roupas de marca,12.0
2593,2022-05-26,roupas de marca,3.0
2594,2022-05-26,roupas femininas,6.0
2595,2022-05-26,roupas femininas,25.0
2596,2022-05-26,roupas femininas,7.0
2597,2022-05-26,roupas femininas,2.0
2598,2022-05-26,roupas femininas,17.0
2599,2022-05-26,roupas femininas,1.0
2600,2022-05-26,roupas importadas,5.0
2601,2022-05-26,roupas importadas,2.0
2602,2022-05-26,roupas importadas,14.0
2603,2022-05-26,roupas importadas,19.0
2604,2022-05-26,roupas importadas,35.0
2605,2022-05-26,roupas importadas,1.0
2606,2022-05-26,roupas masculinas,9.0
2607,2022-05-26,roupas masculinas,23.0
2608,2022-05-26,roupas masculinas,15.0
2609,2022-05-26,roupas masculinas,40.0
2610,2022-05-26,roupas masculinas,12.0
2611,2022-05-26,roupas masculinas,3.0
2612,2022-05-26,roupas online,6.0
2613,2022-05-26,roupas online,4.0
2614,2022-05-26,roupas online,2.0
2615,2022-05-26,roupas online,18.0
2616,2022-05-26,roupas online,35.0
2617,2022-05-26,roupas online,15.0
2618,2022-05-26,vizzano,
2619,2022-05-26,vizzano,1.0
2620,2022-05-26,vizzano,
2621,2022-05-26,vizzano,
2622,2022-05-26,bastille,
2623,2022-05-26,beyoung,
2624,2022-05-26,bolas de marca,
2625,2022-05-26,hope,
2626,2022-05-25,beira rio,6.0
2627,2022-05-25,bolsas,12.0
2628,2022-05-25,bolsas,
2629,2022-05-25,calÃ§ados,8.0
2630,2022-05-25,calÃ§ados,
2631,2022-05-25,calÃ§ados,5.0
2632,2022-05-25,colcci,5.0
2633,2022-05-25,colcci,
2634,2022-05-25,colcci,2.0
2635,2022-05-25,colcci,
2636,2022-05-25,colcci,1.0
2637,2022-05-25,loja de roupas,21.0
2638,2022-05-25,loja de roupas,15.0
2639,2022-05-25,loja de roupas,
2640,2022-05-25,loja de roupas,13.0
2641,2022-05-25,loja de roupas,
2642,2022-05-25,loja de roupas,7.0
2643,2022-05-25,moda feminina,12.0
2644,2022-05-25,moda feminina,7.0
2645,2022-05-25,moda feminina,
2646,2022-05-25,moda feminina,6.0
2647,2022-05-25,moda feminina,
2648,2022-05-25,moda feminina,4.0
2649,2022-05-25,moda online,17.0
2650,2022-05-25,moda online,10.0
2651,2022-05-25,moda online,
2652,2022-05-25,moda online,9.0
2653,2022-05-25,moda online,
2654,2022-05-25,moda online,7.0
2655,2022-05-25,outlet,2.0
2656,2022-05-25,outlet,
2657,2022-05-25,outlet,
2658,2022-05-25,outlet,1.0
2659,2022-05-25,outlet de marcas,2.0
2660,2022-05-25,outlet de marcas,1.0
2661,2022-05-25,outlet de moda,2.0
2662,2022-05-25,outlet de moda,
2663,2022-05-25,outlet de moda,
2664,2022-05-25,outlet de moda,1.0
2665,2022-05-25,outlet nike,2.0
2666,2022-05-25,outlet nike,
2667,2022-05-25,outlet nike,
2668,2022-05-25,outlet nike,1.0
2669,2022-05-25,outlet premium,
2670,2022-05-25,outlet premium,
2671,2022-05-25,outlet premium,
2672,2022-05-25,outlet premium,1.0
2673,2022-05-25,privalia,2.0
2674,2022-05-25,privalia,
2675,2022-05-25,privalia,
2676,2022-05-25,privalia,1.0
2677,2022-05-25,roupas,8.0
2678,2022-05-25,roupas,3.0
2679,2022-05-25,roupas,
2680,2022-05-25,roupas,11.0
2681,2022-05-25,roupas,
2682,2022-05-25,roupas,1.0
2683,2022-05-25,roupas baratas,9.0
2684,2022-05-25,roupas baratas,7.0
2685,2022-05-25,roupas baratas,
2686,2022-05-25,roupas baratas,6.0
2687,2022-05-25,roupas baratas,
2688,2022-05-25,roupas baratas,3.0
2689,2022-05-25,roupas de marca,10.0
2690,2022-05-25,roupas de marca,7.0
2691,2022-05-25,roupas de marca,
2692,2022-05-25,roupas de marca,6.0
2693,2022-05-25,roupas de marca,
2694,2022-05-25,roupas de marca,1.0
2695,2022-05-25,roupas femininas,10.0
2696,2022-05-25,roupas femininas,6.0
2697,2022-05-25,roupas femininas,
2698,2022-05-25,roupas femininas,4.0
2699,2022-05-25,roupas femininas,
2700,2022-05-25,roupas femininas,3.0
2701,2022-05-25,roupas importadas,9.0
2702,2022-05-25,roupas importadas,7.0
2703,2022-05-25,roupas importadas,
2704,2022-05-25,roupas importadas,6.0
2705,2022-05-25,roupas importadas,
2706,2022-05-25,roupas importadas,3.0
2707,2022-05-25,roupas masculinas,5.0
2708,2022-05-25,roupas masculinas,7.0
2709,2022-05-25,roupas masculinas,
2710,2022-05-25,roupas masculinas,8.0
2711,2022-05-25,roupas masculinas,
2712,2022-05-25,roupas masculinas,1.0
2713,2022-05-25,roupas online,9.0
2714,2022-05-25,roupas online,7.0
2715,2022-05-25,roupas online,
2716,2022-05-25,roupas online,6.0
2717,2022-05-25,roupas online,
2718,2022-05-25,roupas online,3.0
2719,2022-05-25,vizzano,
2720,2022-05-25,vizzano,
2721,2022-05-25,vizzano,
2722,2022-05-25,vizzano,
2723,2022-05-25,bastille,
2724,2022-05-25,beyoung,
2725,2022-05-25,bolas de marca,
2726,2022-05-25,hope,
2727,2022-05-25,beira rio,13.0
2728,2022-05-25,bolsas,7.0
2729,2022-05-25,bolsas,9.0
2730,2022-05-25,calÃ§ados,4.0
2731,2022-05-25,calÃ§ados,2.0
2732,2022-05-25,calÃ§ados,3.0
2733,2022-05-25,colcci,14.0
2734,2022-05-25,colcci,24.0
2735,2022-05-25,colcci,19.0
2736,2022-05-25,colcci,30.0
2737,2022-05-25,colcci,10.0
2738,2022-05-25,loja de roupas,2.0
2739,2022-05-25,loja de roupas,34.0
2740,2022-05-25,loja de roupas,4.0
2741,2022-05-25,loja de roupas,33.0
2742,2022-05-25,loja de roupas,29.0
2743,2022-05-25,loja de roupas,6.0
2744,2022-05-25,moda feminina,9.0
2745,2022-05-25,moda feminina,31.0
2746,2022-05-25,moda feminina,19.0
2747,2022-05-25,moda feminina,12.0
2748,2022-05-25,moda feminina,14.0
2749,2022-05-25,moda feminina,7.0
2750,2022-05-25,moda online,50.0
2751,2022-05-25,moda online,38.0
2752,2022-05-25,moda online,6.0
2753,2022-05-25,moda online,12.0
2754,2022-05-25,moda online,74.0
2755,2022-05-25,moda online,2.0
2756,2022-05-25,outlet,8.0
2757,2022-05-25,outlet,3.0
2758,2022-05-25,outlet,2.0
2759,2022-05-25,outlet,1.0
2760,2022-05-25,outlet de marcas,2.0
2761,2022-05-25,outlet de marcas,1.0
2762,2022-05-25,outlet de moda,4.0
2763,2022-05-25,outlet de moda,3.0
2764,2022-05-25,outlet de moda,5.0
2765,2022-05-25,outlet de moda,2.0
2766,2022-05-25,outlet nike,10.0
2767,2022-05-25,outlet nike,5.0
2768,2022-05-25,outlet nike,7.0
2769,2022-05-25,outlet nike,2.0
2770,2022-05-25,outlet premium,7.0
2771,2022-05-25,outlet premium,6.0
2772,2022-05-25,outlet premium,1.0
2773,2022-05-25,outlet premium,3.0
2774,2022-05-25,privalia,2.0
2775,2022-05-25,privalia,3.0
2776,2022-05-25,privalia,4.0
2777,2022-05-25,privalia,1.0
2778,2022-05-25,roupas,5.0
2779,2022-05-25,roupas,16.0
2780,2022-05-25,roupas,3.0
2781,2022-05-25,roupas,19.0
2782,2022-05-25,roupas,17.0
2783,2022-05-25,roupas,1.0
2784,2022-05-25,roupas baratas,7.0
2785,2022-05-25,roupas baratas,27.0
2786,2022-05-25,roupas baratas,9.0
2787,2022-05-25,roupas baratas,25.0
2788,2022-05-25,roupas baratas,41.0
2789,2022-05-25,roupas baratas,11.0
2790,2022-05-25,roupas de marca,8.0
2791,2022-05-25,roupas de marca,1.0
2792,2022-05-25,roupas de marca,16.0
2793,2022-05-25,roupas de marca,31.0
2794,2022-05-25,roupas de marca,11.0
2795,2022-05-25,roupas de marca,2.0
2796,2022-05-25,roupas femininas,5.0
2797,2022-05-25,roupas femininas,25.0
2798,2022-05-25,roupas femininas,6.0
2799,2022-05-25,roupas femininas,2.0
2800,2022-05-25,roupas femininas,17.0
2801,2022-05-25,roupas femininas,1.0
2802,2022-05-25,roupas importadas,5.0
2803,2022-05-25,roupas importadas,2.0
2804,2022-05-25,roupas importadas,14.0
2805,2022-05-25,roupas importadas,19.0
2806,2022-05-25,roupas importadas,36.0
2807,2022-05-25,roupas importadas,1.0
2808,2022-05-25,roupas masculinas,10.0
2809,2022-05-25,roupas masculinas,23.0
2810,2022-05-25,roupas masculinas,16.0
2811,2022-05-25,roupas masculinas,40.0
2812,2022-05-25,roupas masculinas,12.0
2813,2022-05-25,roupas masculinas,5.0
2814,2022-05-25,roupas online,6.0
2815,2022-05-25,roupas online,4.0
2816,2022-05-25,roupas online,2.0
2817,2022-05-25,roupas online,18.0
2818,2022-05-25,roupas online,34.0
2819,2022-05-25,roupas online,15.0
2820,2022-05-25,vizzano,
2821,2022-05-25,vizzano,1.0
2822,2022-05-25,vizzano,
2823,2022-05-25,vizzano,
2824,2022-05-25,bastille,
2825,2022-05-25,beyoung,
2826,2022-05-25,bolas de marca,
2827,2022-05-25,hope,
2828,2022-05-24,beira rio,6.0
2829,2022-05-24,bolsas,12.0
2830,2022-05-24,bolsas,
2831,2022-05-24,calÃ§ados,7.0
2832,2022-05-24,calÃ§ados,
2833,2022-05-24,calÃ§ados,5.0
2834,2022-05-24,colcci,5.0
2835,2022-05-24,colcci,
2836,2022-05-24,colcci,2.0
2837,2022-05-24,colcci,
2838,2022-05-24,colcci,1.0
2839,2022-05-24,loja de roupas,19.0
2840,2022-05-24,loja de roupas,14.0
2841,2022-05-24,loja de roupas,
2842,2022-05-24,loja de roupas,12.0
2843,2022-05-24,loja de roupas,
2844,2022-05-24,loja de roupas,7.0
2845,2022-05-24,moda feminina,12.0
2846,2022-05-24,moda feminina,6.0
2847,2022-05-24,moda feminina,
2848,2022-05-24,moda feminina,5.0
2849,2022-05-24,moda feminina,
2850,2022-05-24,moda feminina,4.0
2851,2022-05-24,moda online,17.0
2852,2022-05-24,moda online,11.0
2853,2022-05-24,moda online,
2854,2022-05-24,moda online,8.0
2855,2022-05-24,moda online,
2856,2022-05-24,moda online,5.0
2857,2022-05-24,outlet,2.0
2858,2022-05-24,outlet,
2859,2022-05-24,outlet,
2860,2022-05-24,outlet,1.0
2861,2022-05-24,outlet de marcas,2.0
2862,2022-05-24,outlet de marcas,1.0
2863,2022-05-24,outlet de moda,2.0
2864,2022-05-24,outlet de moda,
2865,2022-05-24,outlet de moda,
2866,2022-05-24,outlet de moda,1.0
2867,2022-05-24,outlet nike,2.0
2868,2022-05-24,outlet nike,
2869,2022-05-24,outlet nike,
2870,2022-05-24,outlet nike,1.0
2871,2022-05-24,outlet premium,
2872,2022-05-24,outlet premium,
2873,2022-05-24,outlet premium,
2874,2022-05-24,outlet premium,1.0
2875,2022-05-24,privalia,2.0
2876,2022-05-24,privalia,
2877,2022-05-24,privalia,
2878,2022-05-24,privalia,1.0
2879,2022-05-24,roupas,7.0
2880,2022-05-24,roupas,2.0
2881,2022-05-24,roupas,
2882,2022-05-24,roupas,11.0
2883,2022-05-24,roupas,
2884,2022-05-24,roupas,9.0
2885,2022-05-24,roupas baratas,10.0
2886,2022-05-24,roupas baratas,7.0
2887,2022-05-24,roupas baratas,
2888,2022-05-24,roupas baratas,6.0
2889,2022-05-24,roupas baratas,
2890,2022-05-24,roupas baratas,3.0
2891,2022-05-24,roupas de marca,9.0
2892,2022-05-24,roupas de marca,7.0
2893,2022-05-24,roupas de marca,
2894,2022-05-24,roupas de marca,6.0
2895,2022-05-24,roupas de marca,
2896,2022-05-24,roupas de marca,1.0
2897,2022-05-24,roupas femininas,9.0
2898,2022-05-24,roupas femininas,6.0
2899,2022-05-24,roupas femininas,
2900,2022-05-24,roupas femininas,4.0
2901,2022-05-24,roupas femininas,
2902,2022-05-24,roupas femininas,3.0
2903,2022-05-24,roupas importadas,9.0
2904,2022-05-24,roupas importadas,7.0
2905,2022-05-24,roupas importadas,
2906,2022-05-24,roupas importadas,6.0
2907,2022-05-24,roupas importadas,
2908,2022-05-24,roupas importadas,3.0
2909,2022-05-24,roupas masculinas,5.0
2910,2022-05-24,roupas masculinas,7.0
2911,2022-05-24,roupas masculinas,
2912,2022-05-24,roupas masculinas,8.0
2913,2022-05-24,roupas masculinas,
2914,2022-05-24,roupas masculinas,1.0
2915,2022-05-24,roupas online,9.0
2916,2022-05-24,roupas online,7.0
2917,2022-05-24,roupas online,
2918,2022-05-24,roupas online,6.0
2919,2022-05-24,roupas online,
2920,2022-05-24,roupas online,3.0
2921,2022-05-24,vizzano,
2922,2022-05-24,vizzano,
2923,2022-05-24,vizzano,
2924,2022-05-24,vizzano,
2925,2022-05-24,bastille,
2926,2022-05-24,beyoung,
2927,2022-05-24,bolas de marca,
2928,2022-05-24,hope,
2929,2022-05-24,beira rio,12.0
2930,2022-05-24,bolsas,6.0
2931,2022-05-24,bolsas,9.0
2932,2022-05-24,calÃ§ados,3.0
2933,2022-05-24,calÃ§ados,2.0
2934,2022-05-24,calÃ§ados,4.0
2935,2022-05-24,colcci,22.0
2936,2022-05-24,colcci,19.0
2937,2022-05-24,colcci,17.0
